invoice_id,job_id,invoice_number,item,type,qty,unit_price_usd,amount_usd
invoice_1c57a929934c405d85549c0a83d4ac71,job_a80ae18298c24db2bbaa8c6ab6637d27,4593,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_1c57a929934c405d85549c0a83d4ac71,job_a80ae18298c24db2bbaa8c6ab6637d27,4593,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Contactor Replacement,labor,1.0,179.0,179.0
invoice_1c57a929934c405d85549c0a83d4ac71,job_a80ae18298c24db2bbaa8c6ab6637d27,4593,Generic Parts / Service - Contactor,material,1.0,52.0,52.0
invoice_99905face1b84f3abf54b6a9f80383eb,job_b4899d6eb7bb4cf58cbfa5170c194210,4592,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_99905face1b84f3abf54b6a9f80383eb,job_b4899d6eb7bb4cf58cbfa5170c194210,4592,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line,labor,1.0,186.0,186.0
invoice_99905face1b84f3abf54b6a9f80383eb,job_b4899d6eb7bb4cf58cbfa5170c194210,4592,Service Calls - Repairs & Part Installation - **Tier 1 Repair - Vacuum drain pan,labor,1.0,48.0,48.0
invoice_6b8812efd4d84c57bb77d3a476b15366,job_1c80fafb6e984958bce5f18070b879c8,4591,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_6b8812efd4d84c57bb77d3a476b15366,job_1c80fafb6e984958bce5f18070b879c8,4591,Generic Parts / Service - R410a refrigerant,material,4.0,132.0,528.0
invoice_601c5b44d4154d11bf9335e7d16cabdd,job_811ccc7fe8eb4456864d292e2131c86b,4590,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_601c5b44d4154d11bf9335e7d16cabdd,job_811ccc7fe8eb4456864d292e2131c86b,4590,Service Calls - Repairs & Part Installation - Service,labor,1.0,1020.25,1020.25
invoice_601c5b44d4154d11bf9335e7d16cabdd,job_811ccc7fe8eb4456864d292e2131c86b,4590,Generic Parts / Service - Filter dryer,material,1.0,103.0,103.0
invoice_601c5b44d4154d11bf9335e7d16cabdd,job_811ccc7fe8eb4456864d292e2131c86b,4590,Generic Parts / Service - R410a refrigerant,material,7.0,132.0,924.0
invoice_601c5b44d4154d11bf9335e7d16cabdd,job_811ccc7fe8eb4456864d292e2131c86b,4590,WARRANTY Parts / Service - WARRANTY - Compressor,material,1.0,0.0,0.0
invoice_a41b31fa391d4df99a676284f4d073a4,job_a06860a310b34cc9bacad5670cd1999c,4589,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_a41b31fa391d4df99a676284f4d073a4,job_a06860a310b34cc9bacad5670cd1999c,4589,Service Calls - Repairs & Part Installation - Tier 1 Repair - Vent Opening,labor,1.0,52.0,52.0
invoice_6c8bf5c240e1458db5cc54c6a192d16d,job_4497e39279894218aeef18ce8cb2e6bd,4588,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_6c8bf5c240e1458db5cc54c6a192d16d,job_4497e39279894218aeef18ce8cb2e6bd,4588,Service Calls - Repairs & Part Installation - Service,labor,1.0,498.25,498.25
invoice_6c8bf5c240e1458db5cc54c6a192d16d,job_4497e39279894218aeef18ce8cb2e6bd,4588,High Pressure Switch,labor,1.0,464.0,464.0
invoice_6c8bf5c240e1458db5cc54c6a192d16d,job_4497e39279894218aeef18ce8cb2e6bd,4588,WARRANTY Parts / Service - WARRANTY - Condenser Fan Motor,material,1.0,0.0,0.0
invoice_6c8bf5c240e1458db5cc54c6a192d16d,job_4497e39279894218aeef18ce8cb2e6bd,4588,High Pressure Switch,material,1.0,0.0,0.0
invoice_6c8bf5c240e1458db5cc54c6a192d16d,job_4497e39279894218aeef18ce8cb2e6bd,4588,Generic Parts / Service - R410a refrigerant,material,2.0,132.0,264.0
invoice_5a2060f9b9664def9aad9f24e1cc2e9d,job_d9e0b73e8f6b42ecb4b040920d79757a,4587,Service Calls - Service & Repair Fee - Standard,labor,1.0,96.0,96.0
invoice_5a2060f9b9664def9aad9f24e1cc2e9d,job_d9e0b73e8f6b42ecb4b040920d79757a,4587,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line,labor,1.0,186.0,186.0
invoice_5a2060f9b9664def9aad9f24e1cc2e9d,job_d9e0b73e8f6b42ecb4b040920d79757a,4587,Service Calls - Repairs & Part Installation - **Tier 1 Repair - Vacuum drain pan,labor,1.0,48.0,48.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,Remodel Labor,labor,8.0,82.0,656.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,"Duct Tidewater Hospitality / Repair - Duct Board Replacement - 1.5"" for Non-Insulated and Commercial",labor,2.0,179.0,358.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,Duct Tidewater Hospitality / Repair - Plenum / Duct Board Replacement - Plenum Only,labor,1.0,436.0,436.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,Demolition,labor,1.0,261.0,261.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,Generic Parts / Service - Reme Halo Zero,material,1.0,969.0,969.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,Add Ons - Blu QR UV Stick Horton,material,1.0,212.0,212.0
invoice_6159a8aebb4d4ef0b766fcd644209efc,job_912019082fed43038d300eab789ee3d5,4586,Attic Duct Installation,material,1.0,485.0,485.0
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,New System Installation - System Installation,labor,1.0,1584.0,1584.0
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,Service Calls - Repairs & Part Installation - **Tier 3 Repair -Re-Route Drain Line,labor,1.0,0.0,0.0
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,2.5 Ton - STANDARD CHOICE 15 - Trane 2.5 Ton 15.2 Seer2 (16 SEER) Heat Pump System,material,1.0,10529.0,10529.0
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,Add Ons - Blu QR UV Stick Horton,material,1.0,212.0,212.0
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,Add Ons - Concrete Pad,material,1.0,256.0,256.0
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,Generic Parts / Service - Reme Halo Zero,material,1.0,969.0,969.0
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,Add Ons - Drain package,material,1.0,277.75,277.75
invoice_ff14d99220f8469c9f76e791b9cd2033,job_38d8802ef6b64d40849acd1c8cea5819,4585,Generic Parts / Service - Bio-Fresh Duct Cleaning-Free,material,1.0,0.0,0.0
invoice_f3a1dcc864e843e7b1d6539e81412ba9,job_5ebc5b6bb4d643608a58a3605cba6046,4584,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_f3a1dcc864e843e7b1d6539e81412ba9,job_5ebc5b6bb4d643608a58a3605cba6046,4584,Service Calls - Repairs & Part Installation - Service,labor,1.0,543.0,543.0
invoice_f3a1dcc864e843e7b1d6539e81412ba9,job_5ebc5b6bb4d643608a58a3605cba6046,4584,MISC Labor - Insulate Air Handler,labor,1.0,566.0,566.0
invoice_f3a1dcc864e843e7b1d6539e81412ba9,job_5ebc5b6bb4d643608a58a3605cba6046,4584,Generic Parts / Service - R410a refrigerant,material,1.5,132.0,198.0
invoice_f3a1dcc864e843e7b1d6539e81412ba9,job_5ebc5b6bb4d643608a58a3605cba6046,4584,Generic Parts / Service - Filter dryer,material,1.0,103.0,103.0
invoice_f3a1dcc864e843e7b1d6539e81412ba9,job_5ebc5b6bb4d643608a58a3605cba6046,4584,Generic Parts / Service - R410a refrigerant,material,1.0,132.0,132.0
invoice_f3a1dcc864e843e7b1d6539e81412ba9,job_5ebc5b6bb4d643608a58a3605cba6046,4584,WARRANTY Parts / Service - WARRANTY - TXV,material,1.0,0.0,0.0
invoice_4f38879151ec4fd0be9bce06797a4f6b,job_cf477acf021f450db77465cecddc7673,4583,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_4f38879151ec4fd0be9bce06797a4f6b,job_cf477acf021f450db77465cecddc7673,4583,New System Installation - System Installation,labor,1.0,1584.0,1584.0
invoice_4f38879151ec4fd0be9bce06797a4f6b,job_cf477acf021f450db77465cecddc7673,4583,4 Ton - STANDARD - CHOICE VARIABLE SPEED 15 - Trane 4 Ton 15.2 Seer2 (16 SEER) Heat Pump System,material,1.0,11882.0,11882.0
invoice_f073ce654ec142c4bf09f23a96641c8f,job_15f0761b7195454990085f90536d2746,4582,Service Calls - Service & Repair Fee - Standard,labor,1.0,96.0,96.0
invoice_f073ce654ec142c4bf09f23a96641c8f,job_15f0761b7195454990085f90536d2746,4582,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line,labor,1.0,186.0,186.0
invoice_32a77d0f893d44d78d582bfbaa4f4a72,job_4db8679de91a4aa0901d874e9a2b9598,4581,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_32a77d0f893d44d78d582bfbaa4f4a72,job_4db8679de91a4aa0901d874e9a2b9598,4581,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line,labor,1.0,186.0,186.0
invoice_c99ab4f2f2714be19c8ce183adad98cf,job_238a86261f0c4ff6aeb59c467aafd01f,4580,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_c99ab4f2f2714be19c8ce183adad98cf,job_238a86261f0c4ff6aeb59c467aafd01f,4580,New System Installation - System Installation,labor,1.0,1584.0,1584.0
invoice_c99ab4f2f2714be19c8ce183adad98cf,job_238a86261f0c4ff6aeb59c467aafd01f,4580,1.5 Ton - BUDGET 14 - Trane 1.5 Ton 14.3 Seer2 (15 SEER) Heat Pump System,material,1.0,8052.0,8052.0
invoice_c99ab4f2f2714be19c8ce183adad98cf,job_238a86261f0c4ff6aeb59c467aafd01f,4580,Add Ons - Concrete Pad,material,1.0,256.0,256.0
invoice_c99ab4f2f2714be19c8ce183adad98cf,job_238a86261f0c4ff6aeb59c467aafd01f,4580,Add Ons - Metal Air Handler Stand,material,1.0,119.0,119.0
invoice_c99ab4f2f2714be19c8ce183adad98cf,job_238a86261f0c4ff6aeb59c467aafd01f,4580,Service Calls - Repairs & Part Installation - **Tier 4 Repair - Electrical Whip,material,1.0,240.0,240.0
invoice_c378ef51eb8a4a6c88f73c8870fdcecf,job_8c2dfcd76c494649aecef0d8707e877d,4579,Service Calls - Service & Repair Fee - Standard,labor,1.0,96.0,96.0
invoice_1431f76c34ea4c40b61e3e3d458c4dd5,job_c145835eca2b4c26a10b70c315dabf88,4578,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_1431f76c34ea4c40b61e3e3d458c4dd5,job_c145835eca2b4c26a10b70c315dabf88,4578,Service Calls - Repairs & Part Installation - **Tier 1 Repair - Vacuum drain pan,labor,1.0,48.0,48.0
invoice_621de753e1dc44eca6cc4eb7391f886e,job_4188d4f8e9a3454ca24343ae2e8ed170,4577,HCPA SERVICE CALL.,labor,1.0,101.0,101.0
invoice_621de753e1dc44eca6cc4eb7391f886e,job_4188d4f8e9a3454ca24343ae2e8ed170,4577,Diagnostic Fee - Diagnostic (Residential),labor,1.0,157.0,157.0
invoice_3f8fab7c0d6c4ad0a9a049f744c2ad3d,job_5d20052118214e2c8e33e30eef457e24,4576,Service & Repair Fee - Standard Tidewater Hospitality,labor,1.0,101.0,101.0
invoice_3f8fab7c0d6c4ad0a9a049f744c2ad3d,job_5d20052118214e2c8e33e30eef457e24,4576,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Circuit Breaker Reset,labor,1.0,145.0,145.0
invoice_3592c32557fd49358ed82ea2fa60c2f5,job_404bb7466de749819f26b3134c5fecbd,4575,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_3592c32557fd49358ed82ea2fa60c2f5,job_404bb7466de749819f26b3134c5fecbd,4575,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line,labor,1.0,186.0,186.0
invoice_a8269dc71d914325adad68836fd0ca7e,job_9586229473e34ba78ae5c5ca25736477,4574,HCPA SERVICE CALL.,labor,1.0,101.0,101.0
invoice_a8269dc71d914325adad68836fd0ca7e,job_9586229473e34ba78ae5c5ca25736477,4574,After Hours Upcharge,labor,1.0,72.0,72.0
invoice_a8269dc71d914325adad68836fd0ca7e,job_9586229473e34ba78ae5c5ca25736477,4574,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Coil clean in place,labor,1.0,104.0,104.0
invoice_3a0738e308fe4d95b38d6927921e7ecb,job_2d9064e3d5ab4234adec455ce86a8fa3,4573,Replace Tub Spout,labor,1.0,258.0,258.0
invoice_4ba1152c762e44419704eb0d20ba31e7,job_fb61bc7dc90847f6a0663ebba9a25c5d,4572,Service & Repair Fee - After-Hours,labor,1.0,167.0,167.0
invoice_4ba1152c762e44419704eb0d20ba31e7,job_fb61bc7dc90847f6a0663ebba9a25c5d,4572,Service Calls - Repairs & Part Installation - **Tier 1 Repair,labor,1.0,53.0,53.0
invoice_465c0757db634e1892dff50c32760455,job_bc2425a843e1487e9cd51bb9f055171f,4571,Service & Repair Fee - After-Hours,labor,1.0,167.0,167.0
invoice_465c0757db634e1892dff50c32760455,job_bc2425a843e1487e9cd51bb9f055171f,4571,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Refrigerant Charge Adjustment,labor,1.0,146.0,146.0
invoice_d897a6a807474cd8a5f92e52d2160c35,job_a1f83c81b7d2483ea388544875285a52,4570,HCPA SERVICE CALL.,labor,1.0,101.0,101.0
invoice_d897a6a807474cd8a5f92e52d2160c35,job_a1f83c81b7d2483ea388544875285a52,4570,Service Calls - Repairs & Part Installation - **Tier 1 Repair - Change Filters,labor,1.0,48.0,48.0
invoice_1d24f2aeace9433ab115995c9d0a24c4,job_a1f83c81b7d2483ea388544875285a52,4569,HCPA SERVICE CALL.,labor,1.0,101.0,101.0
invoice_1d24f2aeace9433ab115995c9d0a24c4,job_a1f83c81b7d2483ea388544875285a52,4569,Service Calls - Repairs & Part Installation - **Tier 1 Repair - Change Filters,labor,1.0,48.0,48.0
invoice_f6de7886cbd9456895e3e77b0e6e1a34,job_10300f519ca744b796e0054182f96eed,4568,Service & Repair Fee - After-Hours,labor,1.0,167.0,167.0
invoice_f6de7886cbd9456895e3e77b0e6e1a34,job_10300f519ca744b796e0054182f96eed,4568,Service Calls - Repairs & Part Installation - **Tier 1 Repair - reset thermostat,labor,1.0,49.0,49.0
invoice_5997c1b57c634f898fe5cff0c6e24ad9,job_f1ea2f0a7537455f8b450dea5e37ff50,4567,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_5997c1b57c634f898fe5cff0c6e24ad9,job_f1ea2f0a7537455f8b450dea5e37ff50,4567,Service Calls - Repairs & Part Installation - Tier 1 Repair,labor,1.0,78.0,78.0
invoice_c1ee21f6d0a842febe6660cb9608f9d8,job_f0d35488c31f407ca2c6fa6653510ba2,4566,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_c1ee21f6d0a842febe6660cb9608f9d8,job_f0d35488c31f407ca2c6fa6653510ba2,4566,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Capacitor Replacement,labor,1.0,180.0,180.0
invoice_27b90d7e20784300b16a8bc018577633,job_e13326976ac043689d2b483d38204a02,4565,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_27b90d7e20784300b16a8bc018577633,job_e13326976ac043689d2b483d38204a02,4565,Service Calls - Repairs & Part Installation - Service,labor,1.0,778.0,778.0
invoice_27b90d7e20784300b16a8bc018577633,job_e13326976ac043689d2b483d38204a02,4565,WARRANTY Parts / Service - WARRANTY - EEV Stepping Motor + Sub Cool & Super Heat Sensors,material,1.0,0.0,0.0
invoice_27b90d7e20784300b16a8bc018577633,job_e13326976ac043689d2b483d38204a02,4565,Add Ons - Same Day Rush Install,material,1.0,474.0,474.0
invoice_312cf87888634ec484be2f955b1dd2f7,job_017de31f73f84e29a33b7254b5135a9a,4564,Service Calls - Service & Repair Fee - Standard,labor,1.0,96.0,96.0
invoice_312cf87888634ec484be2f955b1dd2f7,job_017de31f73f84e29a33b7254b5135a9a,4564,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Performed Hard Reset,labor,1.0,49.0,49.0
invoice_a141cb5e93a84d598f4346e476f69f2c,job_052068538fb44f7f82229bf247264801,4563,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_a141cb5e93a84d598f4346e476f69f2c,job_052068538fb44f7f82229bf247264801,4563,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Replace fuse,labor,1.0,97.0,97.0
invoice_a141cb5e93a84d598f4346e476f69f2c,job_052068538fb44f7f82229bf247264801,4563,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Circuit Breaker Reset,labor,1.0,98.0,98.0
invoice_a141cb5e93a84d598f4346e476f69f2c,job_052068538fb44f7f82229bf247264801,4563,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Leak Detection Tidewater Hospitality (Bubbles / Electronic),labor,1.0,107.0,107.0
invoice_a141cb5e93a84d598f4346e476f69f2c,job_052068538fb44f7f82229bf247264801,4563,Tier 2 Repair - Rewire Low Voltage,labor,1.0,97.0,97.0
invoice_c92ad3554b764f0e86d0dda229dbb551,job_421f32f302e843488cd50e5d2ac3ea6c,4562,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_c92ad3554b764f0e86d0dda229dbb551,job_421f32f302e843488cd50e5d2ac3ea6c,4562,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Capacitor Replacement,labor,1.0,180.0,180.0
invoice_c92ad3554b764f0e86d0dda229dbb551,job_421f32f302e843488cd50e5d2ac3ea6c,4562,Service Calls - Repairs & Part Installation - **Tier 1 Repair - Cool Compressor,labor,1.0,52.0,52.0
invoice_018711427206407495e064aa16dc6f3c,job_49bc0c05d51a49c3942618a5db580ec4,4561,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_018711427206407495e064aa16dc6f3c,job_49bc0c05d51a49c3942618a5db580ec4,4561,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Reprogram Thermostat,labor,1.0,104.0,104.0
invoice_a8fabd3ccd044d8a99dfe8a40cb2aca5,job_3a1e43bd1c4c457eb1e39519c6f30e36,4560,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_a8fabd3ccd044d8a99dfe8a40cb2aca5,job_3a1e43bd1c4c457eb1e39519c6f30e36,4560,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Capacitor Replacement,labor,1.0,180.0,180.0
invoice_732bfea757d240c2bd2c986abc38bad4,job_a7ca970a87d54570a03fb8dedb645ce5,4559,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_732bfea757d240c2bd2c986abc38bad4,job_a7ca970a87d54570a03fb8dedb645ce5,4559,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Capacitor Replacement,labor,1.0,180.0,180.0
invoice_24ead374c96d471faf2f9cd0d288106f,job_e8a560944ca444e28a5564559909c351,4558,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_24ead374c96d471faf2f9cd0d288106f,job_e8a560944ca444e28a5564559909c351,4558,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line,labor,1.0,186.0,186.0
invoice_d7c49ab7ecb74d8f8f445569aa92627b,job_2789557202cb4b0687ce89b1f491e908,4557,Customer Supplied Toilet,labor,1.0,409.0,409.0
invoice_8e4e6f29a7e64129bf2fb80ae9bd87f8,job_c4f82feab7cf415ca98c13f9e2db9c7d,4556,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_5a785316b1f445289325090a9bed19a4,job_cbeebe70c21d4664a8acb2c6c22c26ca,4555,System Installation,labor,1.0,1552.0,1552.0
invoice_5a785316b1f445289325090a9bed19a4,job_cbeebe70c21d4664a8acb2c6c22c26ca,4555,Carrier Coastal Heat Pump - 3 Ton Condenser - 15 SEER,material,1.0,6434.0,6434.0
invoice_5a785316b1f445289325090a9bed19a4,job_cbeebe70c21d4664a8acb2c6c22c26ca,4555,"Comfort Series Fan Coil Multipoise, ECM Motor for Puron Advance - 3 Ton",material,1.0,2825.0,2825.0
invoice_5a785316b1f445289325090a9bed19a4,job_cbeebe70c21d4664a8acb2c6c22c26ca,4555,Electric Heater - 8kW 240 Volt-Single Phase with Terminal Block,material,1.0,258.5,258.5
invoice_5a785316b1f445289325090a9bed19a4,job_cbeebe70c21d4664a8acb2c6c22c26ca,4555,Honeywell Home FocusPRO® N100,material,2.0,190.0,380.0
invoice_5a785316b1f445289325090a9bed19a4,job_cbeebe70c21d4664a8acb2c6c22c26ca,4555,Add Ons - New Zone System + Dampers,material,1.0,1440.0,1440.0
invoice_c1a866f349cd4439876e2f9081b28863,job_579cf662ce954ffd9987ff7037258e47,4554,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_c1a866f349cd4439876e2f9081b28863,job_579cf662ce954ffd9987ff7037258e47,4554,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Contactor Replacement,labor,1.0,179.0,179.0
invoice_c1a866f349cd4439876e2f9081b28863,job_579cf662ce954ffd9987ff7037258e47,4554,Generic Parts / Service - R410a refrigerant,material,4.0,132.0,528.0
invoice_d8e42202f97743a78b3d486158c5325e,job_04a82aa2d7ed4f7fb3959f6ecdd9598d,4553,Service & Repair Fee - After-Hours,labor,1.0,167.0,167.0
invoice_d8e42202f97743a78b3d486158c5325e,job_04a82aa2d7ed4f7fb3959f6ecdd9598d,4553,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line + Redo Gooseneck,labor,1.0,213.0,213.0
invoice_d521c917aad64dc593893916c22f1e09,job_55e9b56403d04540ad837c0074c70974,4552,Residential Preventative Maintenance,labor,1.0,91.0,91.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,New System Installation - System Installation,labor,1.0,1584.0,1584.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,3 Ton - PREMIUM - PREMIER 18 - Trane 3 Ton (19 SEER) Heat Pump System (Inv 75 Speed - Communicating),material,1.0,15388.0,15388.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Add Ons - Attic Install,material,1.0,515.0,515.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Add Ons - Concrete Pad,material,1.0,256.0,256.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Add Ons - Drain package,material,1.0,277.75,277.75
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Misc Materials for Flu Pipe Extension and Adapters,material,1.0,194.0,194.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Duct Tidewater Hospitality / Repair - Plenum / Duct Board Replacement - Plenum Only,material,1.0,0.0,0.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Generic Parts / Service - Reme Halo Zero,material,1.0,969.0,969.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Add Ons - Blu QR UV Stick Horton,material,1.0,212.0,212.0
invoice_eade40889a6c48c184e89b0fc0627e2e,job_8734a1f7d97645c895a6c66e84b59821,4551,Generic Parts / Service - Bio-Fresh Duct Cleaning,material,1.0,0.0,0.0
invoice_a860bae4f86348e0af7753d596171da0,job_0f06f77eb28448c3a5b9cac2c0bb931e,4550,Replace washers on tubular,labor,1.0,186.0,186.0
invoice_ffb394af0f51404587b12f3fabed86af,job_bd28e63d3bbb4405b29c647d72cfc4a9,4549,"Repair on Copper Line up to 1""",labor,1.0,672.25,672.25
invoice_34daf880710e4762861afd69a7659b8a,job_e4f575e526c949349d96e4e35d0e11c8,4548,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_34daf880710e4762861afd69a7659b8a,job_e4f575e526c949349d96e4e35d0e11c8,4548,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Capacitor Replacement,labor,1.0,180.0,180.0
invoice_419a952c4eb5475da3b713f7aa1ae6fd,job_1476dc11f8464197bc0dfa2e10e4aa97,4547,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_419a952c4eb5475da3b713f7aa1ae6fd,job_1476dc11f8464197bc0dfa2e10e4aa97,4547,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Leak Detection Tidewater Hospitality (Bubbles / Electronic),labor,1.0,107.0,107.0
invoice_f8ce8ddf404043f4b457ebc1e637f389,job_280ca495d8df4c4cbbe7813804e6c4c9,4546,Service & Repair Fee - After-Hours,labor,1.0,167.0,167.0
invoice_f8ce8ddf404043f4b457ebc1e637f389,job_280ca495d8df4c4cbbe7813804e6c4c9,4546,Service Calls - Repairs & Part Installation - **Tier 2 Repair - Replace fuse,labor,1.0,97.0,97.0
invoice_9c5f43d23fac479dbf32610ed99c7aa0,job_77674fb491d64666b05fc718763b258a,4545,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Capacitor Replacement,labor,1.0,180.0,180.0
invoice_9c5f43d23fac479dbf32610ed99c7aa0,job_77674fb491d64666b05fc718763b258a,4545,Visit #1,labor,1.0,88.0,88.0
invoice_663d9a2217a34071b4965e7935daccd6,job_77674fb491d64666b05fc718763b258a,4544,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Capacitor Replacement,labor,1.0,180.0,180.0
invoice_663d9a2217a34071b4965e7935daccd6,job_77674fb491d64666b05fc718763b258a,4544,Visit #1,labor,1.0,88.0,88.0
invoice_87e6d34eec074f78b05aa78b3cd91d5b,job_fe59f7ca0f14450f92038c7237be3d6c,4543,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_87e6d34eec074f78b05aa78b3cd91d5b,job_fe59f7ca0f14450f92038c7237be3d6c,4543,Service Calls - Repairs & Part Installation - **Tier 3 Repair - Clear Drain Line,labor,1.0,186.0,186.0
invoice_185b7e1b784e4ea7a4181a7675abeb04,job_3d16abd83bd84292a05344e622123803,4542,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
invoice_185b7e1b784e4ea7a4181a7675abeb04,job_3d16abd83bd84292a05344e622123803,4542,Service Calls - Repairs & Part Installation - Tier 3 Repair - Bypass Control Board & Fan Relays,labor,1.0,122.0,122.0
invoice_4a9c982a133141c8a1a9b108a891e9db,job_cd1f0fc9fa76409285c6a12f5135c777,4541,Replace Single Lever Faucet,labor,1.0,720.5,720.5
invoice_88d0592a254b4f0e96be34fd6c1d8ac9,job_ec4d0f3bd9d24fa09bbdcdad843c71d6,4540,Service Calls - Service & Repair Fee - After-Hours,labor,1.0,188.0,188.0
